run_id,run_name,phase,artifact_type,has_manifest,path
1240,coordinate_optimizer_variable_depth_radius_seed5527939710754757_target1_sources5_txrx55_ringdown050_objectives,1200-1259 prior holistic tail and stop-point context,coordinate optimizer run,True,outputs/experiments/1240_coordinate_optimizer_variable_depth_radius_seed5527939710754757_target1_sources5_txrx55_ringdown050_objectives
1241,coordinate_objective_diagnostic_target1_after_seed552_txrx55,1200-1259 prior holistic tail and stop-point context,other recent output,True,outputs/experiments/1241_coordinate_objective_diagnostic_target1_after_seed552_txrx55
1242,coordinate_objective_policy_matrix_after_seed552_txrx55,1200-1259 prior holistic tail and stop-point context,publication synthesis,True,outputs/experiments/1242_coordinate_objective_policy_matrix_after_seed552_txrx55
1243,close14_noise_policy_synthesis,1200-1259 prior holistic tail and stop-point context,policy/audit synthesis,True,outputs/experiments/1243_close14_noise_policy_synthesis
1244,coordinate_optimizer_close12_seed34_sources4_txrx50_objectives,1200-1259 prior holistic tail and stop-point context,coordinate optimizer run,True,outputs/experiments/1244_coordinate_optimizer_close12_seed34_sources4_txrx50_objectives
1245,coordinate_optimizer_close12_seed13_sources4_txrx50_objectives,1200-1259 prior holistic tail and stop-point context,coordinate optimizer run,True,outputs/experiments/1245_coordinate_optimizer_close12_seed13_sources4_txrx50_objectives
1246,coordinate_optimizer_close12_seed21_sources4_txrx50_objectives,1200-1259 prior holistic tail and stop-point context,coordinate optimizer run,True,outputs/experiments/1246_coordinate_optimizer_close12_seed21_sources4_txrx50_objectives
1247,coordinate_confidence_close12_sources4_txrx50_seed_replicates,1200-1259 prior holistic tail and stop-point context,coordinate aggregate,True,outputs/experiments/1247_coordinate_confidence_close12_sources4_txrx50_seed_replicates
1248,coordinate_resolution_policy_synthesis_after_close12_txrx50,1200-1259 prior holistic tail and stop-point context,policy/audit synthesis,True,outputs/experiments/1248_coordinate_resolution_policy_synthesis_after_close12_txrx50
1249,coordinate_resolution_policy_synthesis_after_close12_txrx50_v2,1200-1259 prior holistic tail and stop-point context,policy/audit synthesis,True,outputs/experiments/1249_coordinate_resolution_policy_synthesis_after_close12_txrx50_v2
1250,coordinate_optimizer_close10_seed34_sources4_txrx50_objectives,1200-1259 prior holistic tail and stop-point context,coordinate optimizer run,True,outputs/experiments/1250_coordinate_optimizer_close10_seed34_sources4_txrx50_objectives
1251,coordinate_optimizer_close10_seed13_sources4_txrx50_objectives,1200-1259 prior holistic tail and stop-point context,coordinate optimizer run,True,outputs/experiments/1251_coordinate_optimizer_close10_seed13_sources4_txrx50_objectives
1252,coordinate_optimizer_close10_seed21_sources4_txrx50_objectives,1200-1259 prior holistic tail and stop-point context,coordinate optimizer run,True,outputs/experiments/1252_coordinate_optimizer_close10_seed21_sources4_txrx50_objectives
1253,coordinate_confidence_close10_sources4_txrx50_seed_replicates,1200-1259 prior holistic tail and stop-point context,coordinate aggregate,True,outputs/experiments/1253_coordinate_confidence_close10_sources4_txrx50_seed_replicates
1254,coordinate_resolution_policy_synthesis_after_close10_txrx50,1200-1259 prior holistic tail and stop-point context,policy/audit synthesis,True,outputs/experiments/1254_coordinate_resolution_policy_synthesis_after_close10_txrx50
1255,coordinate_resolution_policy_synthesis_after_close10_txrx50_physical_caveat,1200-1259 prior holistic tail and stop-point context,policy/audit synthesis,True,outputs/experiments/1255_coordinate_resolution_policy_synthesis_after_close10_txrx50_physical_caveat
1256,coordinate_physical_spacing_policy_synthesis_after_close10,1200-1259 prior holistic tail and stop-point context,policy/audit synthesis,True,outputs/experiments/1256_coordinate_physical_spacing_policy_synthesis_after_close10
1257,coordinate_optimizer_close14_seed34_sources4_txrx50_nonoverlap_objectives,1200-1259 prior holistic tail and stop-point context,coordinate optimizer run,True,outputs/experiments/1257_coordinate_optimizer_close14_seed34_sources4_txrx50_nonoverlap_objectives
1258,archive_objective_policy_700_1257,1200-1259 prior holistic tail and stop-point context,policy/audit synthesis,True,outputs/experiments/1258_archive_objective_policy_700_1257
1259,coordinate_optimizer_variable_depth_radius_seed5527939710754757_target1_sources5_txrx55_latehigh_primary_objectives,1200-1259 prior holistic tail and stop-point context,coordinate optimizer run,True,outputs/experiments/1259_coordinate_optimizer_variable_depth_radius_seed5527939710754757_target1_sources5_txrx55_latehigh_primary_objectives
1260,archive_objective_policy_700_1259_guarded,1260-1279 weak-exact confidence policy closure,policy/audit synthesis,True,outputs/experiments/1260_archive_objective_policy_700_1259_guarded
1261,target1_weak_exact_objective_audit_700_1259,1260-1279 weak-exact confidence policy closure,policy/audit synthesis,True,outputs/experiments/1261_target1_weak_exact_objective_audit_700_1259
1262,coordinate_weak_exact_secondary_confirmation_audit_700_1259,1260-1279 weak-exact confidence policy closure,policy/audit synthesis,True,outputs/experiments/1262_coordinate_weak_exact_secondary_confirmation_audit_700_1259
1263,coordinate_weak_exact_exception_triage_700_1259,1260-1279 weak-exact confidence policy closure,other recent output,True,outputs/experiments/1263_coordinate_weak_exact_exception_triage_700_1259
1264,close50_legacy_270_280_policy_audit,1260-1279 weak-exact confidence policy closure,policy/audit synthesis,True,outputs/experiments/1264_close50_legacy_270_280_policy_audit
1265,coordinate_optimizer_close50_seed21_sources4_txrx27p5_objectives,1260-1279 weak-exact confidence policy closure,coordinate optimizer run,True,outputs/experiments/1265_coordinate_optimizer_close50_seed21_sources4_txrx27p5_objectives
1266,close50_threshold_policy_after_txrx27p5_pilot,1260-1279 weak-exact confidence policy closure,policy/audit synthesis,True,outputs/experiments/1266_close50_threshold_policy_after_txrx27p5_pilot
1267,coordinate_optimizer_close50_seed21_sources4_txrx28p75_objectives,1260-1279 weak-exact confidence policy closure,coordinate optimizer run,True,outputs/experiments/1267_coordinate_optimizer_close50_seed21_sources4_txrx28p75_objectives
1268,close50_threshold_policy_after_txrx28p75_pilot,1260-1279 weak-exact confidence policy closure,policy/audit synthesis,True,outputs/experiments/1268_close50_threshold_policy_after_txrx28p75_pilot
1269,coordinate_optimizer_close50_seed21_sources4_txrx29p375_objectives,1260-1279 weak-exact confidence policy closure,coordinate optimizer run,True,outputs/experiments/1269_coordinate_optimizer_close50_seed21_sources4_txrx29p375_objectives
1270,close50_effective_offset_policy,1260-1279 weak-exact confidence policy closure,policy/audit synthesis,True,outputs/experiments/1270_close50_effective_offset_policy
1271,coordinate_optimizer_close50_seed21_sources4_txrx29p5_linear_receiver_objectives,1260-1279 weak-exact confidence policy closure,coordinate optimizer run,True,outputs/experiments/1271_coordinate_optimizer_close50_seed21_sources4_txrx29p5_linear_receiver_objectives
1272,coordinate_optimizer_close50_seed13_sources4_txrx29p5_linear_receiver_objectives,1260-1279 weak-exact confidence policy closure,coordinate optimizer run,True,outputs/experiments/1272_coordinate_optimizer_close50_seed13_sources4_txrx29p5_linear_receiver_objectives
1273,close50_linear_receiver_policy,1260-1279 weak-exact confidence policy closure,policy/audit synthesis,True,outputs/experiments/1273_close50_linear_receiver_policy
1274,coordinate_optimizer_close50_seed13_sources4_txrx29p75_linear_receiver_objectives,1260-1279 weak-exact confidence policy closure,coordinate optimizer run,True,outputs/experiments/1274_coordinate_optimizer_close50_seed13_sources4_txrx29p75_linear_receiver_objectives
1275,close50_linear_sub30_bracket_policy,1260-1279 weak-exact confidence policy closure,policy/audit synthesis,True,outputs/experiments/1275_close50_linear_sub30_bracket_policy
1276,target0_exception_closure_policy,1260-1279 weak-exact confidence policy closure,policy/audit synthesis,True,outputs/experiments/1276_target0_exception_closure_policy
1277,modern_ringdown050_exception_status,1260-1279 weak-exact confidence policy closure,other recent output,True,outputs/experiments/1277_modern_ringdown050_exception_status
1278,synthetic_2d_publication_figure_bundle,1260-1279 weak-exact confidence policy closure,publication synthesis,True,outputs/experiments/1278_synthetic_2d_publication_figure_bundle
1279,synthetic_2d_next_question_matrix,1260-1279 weak-exact confidence policy closure,publication synthesis,True,outputs/experiments/1279_synthetic_2d_next_question_matrix
1280,close50_x_ambiguity_metric_design,"1280-1293 ambiguity, objective, and reporting policy maps",other recent output,True,outputs/experiments/1280_close50_x_ambiguity_metric_design
1281,archive_location_clean_metric_audit,"1280-1293 ambiguity, objective, and reporting policy maps",policy/audit synthesis,True,outputs/experiments/1281_archive_location_clean_metric_audit
1282,archive_location_ambiguity_family_breakdown,"1280-1293 ambiguity, objective, and reporting policy maps",other recent output,True,outputs/experiments/1282_archive_location_ambiguity_family_breakdown
1283,target2_archive_ambiguity_objective_diagnostic,"1280-1293 ambiguity, objective, and reporting policy maps",other recent output,True,outputs/experiments/1283_target2_archive_ambiguity_objective_diagnostic
1284,target2_objective_margin_archive_audit,"1280-1293 ambiguity, objective, and reporting policy maps",policy/audit synthesis,True,outputs/experiments/1284_target2_objective_margin_archive_audit
1285,cross_target_objective_reporting_tiers,"1280-1293 ambiguity, objective, and reporting policy maps",other recent output,True,outputs/experiments/1285_cross_target_objective_reporting_tiers
1286,synthetic_2d_publication_claim_boundary_refresh,"1280-1293 ambiguity, objective, and reporting policy maps",publication synthesis,True,outputs/experiments/1286_synthetic_2d_publication_claim_boundary_refresh
1287,competing_geometry_near_tie_audit,"1280-1293 ambiguity, objective, and reporting policy maps",policy/audit synthesis,True,outputs/experiments/1287_competing_geometry_near_tie_audit
1288,synthetic_claim_tier_table,"1280-1293 ambiguity, objective, and reporting policy maps",publication synthesis,True,outputs/experiments/1288_synthetic_claim_tier_table
1289,synthetic_objective_uniqueness_acquisition_gap_map,"1280-1293 ambiguity, objective, and reporting policy maps",policy/audit synthesis,True,outputs/experiments/1289_synthetic_objective_uniqueness_acquisition_gap_map
1290,synthetic_objective_uniqueness_family_gap_context,"1280-1293 ambiguity, objective, and reporting policy maps",other recent output,True,outputs/experiments/1290_synthetic_objective_uniqueness_family_gap_context
1291,synthetic_objective_threshold_sensitivity,"1280-1293 ambiguity, objective, and reporting policy maps",other recent output,True,outputs/experiments/1291_synthetic_objective_threshold_sensitivity
1292,synthetic_2d_next_question_matrix,"1280-1293 ambiguity, objective, and reporting policy maps",publication synthesis,True,outputs/experiments/1292_synthetic_2d_next_question_matrix
1293,synthetic_target2_close14_probe_contract,"1280-1293 ambiguity, objective, and reporting policy maps",other recent output,True,outputs/experiments/1293_synthetic_target2_close14_probe_contract
1294,coordinate_optimizer_close14_seed13_sources5_txrx45_noise15p361328125_objectives,1294-1307 close-spacing threshold probes and claim refresh,coordinate optimizer run,True,outputs/experiments/1294_coordinate_optimizer_close14_seed13_sources5_txrx45_noise15p361328125_objectives
1295,coordinate_optimizer_close14_seed21_sources5_txrx45_noise15p361328125_objectives,1294-1307 close-spacing threshold probes and claim refresh,coordinate optimizer run,True,outputs/experiments/1295_coordinate_optimizer_close14_seed21_sources5_txrx45_noise15p361328125_objectives
1296,coordinate_confidence_close14_target2_sources5_txrx45_seed13_21_34_probe_aggregate,1294-1307 close-spacing threshold probes and claim refresh,coordinate aggregate,True,outputs/experiments/1296_coordinate_confidence_close14_target2_sources5_txrx45_seed13_21_34_probe_aggregate
1297,synthetic_target2_close14_three_seed_probe_synthesis,1294-1307 close-spacing threshold probes and claim refresh,policy/audit synthesis,True,outputs/experiments/1297_synthetic_target2_close14_three_seed_probe_synthesis
1298,synthetic_2d_next_question_matrix_post_close14_probe,1294-1307 close-spacing threshold probes and claim refresh,publication synthesis,True,outputs/experiments/1298_synthetic_2d_next_question_matrix_post_close14_probe
1299,synthetic_2d_publication_claim_boundary_refresh_post_close14_probe,1294-1307 close-spacing threshold probes and claim refresh,publication synthesis,True,outputs/experiments/1299_synthetic_2d_publication_claim_boundary_refresh_post_close14_probe
1300,synthetic_2d_next_question_matrix_post_claim_refresh,1294-1307 close-spacing threshold probes and claim refresh,publication synthesis,True,outputs/experiments/1300_synthetic_2d_next_question_matrix_post_claim_refresh
1301,close50_linear29p5_seed_frequency_contract,1294-1307 close-spacing threshold probes and claim refresh,other recent output,True,outputs/experiments/1301_close50_linear29p5_seed_frequency_contract
1302,coordinate_optimizer_close50_seed34_sources4_txrx29p5_linear_receiver_objectives,1294-1307 close-spacing threshold probes and claim refresh,coordinate optimizer run,True,outputs/experiments/1302_coordinate_optimizer_close50_seed34_sources4_txrx29p5_linear_receiver_objectives
1303,close50_linear29p5_three_seed_frequency_policy,1294-1307 close-spacing threshold probes and claim refresh,policy/audit synthesis,True,outputs/experiments/1303_close50_linear29p5_three_seed_frequency_policy
1304,synthetic_2d_next_question_matrix_post_close50_seed_frequency,1294-1307 close-spacing threshold probes and claim refresh,publication synthesis,True,outputs/experiments/1304_synthetic_2d_next_question_matrix_post_close50_seed_frequency
1305,synthetic_2d_publication_claim_boundary_refresh_post_close50_seed_frequency,1294-1307 close-spacing threshold probes and claim refresh,publication synthesis,True,outputs/experiments/1305_synthetic_2d_publication_claim_boundary_refresh_post_close50_seed_frequency
1306,synthetic_2d_next_question_matrix_post_close50_claim_refresh,1294-1307 close-spacing threshold probes and claim refresh,publication synthesis,True,outputs/experiments/1306_synthetic_2d_next_question_matrix_post_close50_claim_refresh
1307,synthetic_2d_resolution_claim_map_current,1294-1307 close-spacing threshold probes and claim refresh,publication synthesis,True,outputs/experiments/1307_synthetic_2d_resolution_claim_map_current
1308,close50_legacy_270_280_policy_audit_post_midpoint_refresh,1308-1325 publication bundle and acquisition surfaces,policy/audit synthesis,True,outputs/experiments/1308_close50_legacy_270_280_policy_audit_post_midpoint_refresh
1309,synthetic_2d_publication_figure_bundle_post_resolution_map_refresh,1308-1325 publication bundle and acquisition surfaces,publication synthesis,True,outputs/experiments/1309_synthetic_2d_publication_figure_bundle_post_resolution_map_refresh
1310,synthetic_2d_next_question_matrix_post_publication_bundle_refresh,1308-1325 publication bundle and acquisition surfaces,publication synthesis,True,outputs/experiments/1310_synthetic_2d_next_question_matrix_post_publication_bundle_refresh
1311,synthetic_2d_acquisition_tradeoff_map_current,1308-1325 publication bundle and acquisition surfaces,policy/audit synthesis,True,outputs/experiments/1311_synthetic_2d_acquisition_tradeoff_map_current
1312,target1_acquisition_confidence_surface,1308-1325 publication bundle and acquisition surfaces,other recent output,True,outputs/experiments/1312_target1_acquisition_confidence_surface
1313,synthetic_2d_next_question_matrix_post_target1_surface_refresh,1308-1325 publication bundle and acquisition surfaces,publication synthesis,True,outputs/experiments/1313_synthetic_2d_next_question_matrix_post_target1_surface_refresh
1314,target1_source_density_exception_map,1308-1325 publication bundle and acquisition surfaces,policy/audit synthesis,True,outputs/experiments/1314_target1_source_density_exception_map
1315,synthetic_2d_next_question_matrix_post_target1_exception_map_refresh,1308-1325 publication bundle and acquisition surfaces,publication synthesis,True,outputs/experiments/1315_synthetic_2d_next_question_matrix_post_target1_exception_map_refresh
1316,coordinate_optimizer_close50_seed13_sources4_txrx28p75_objectives,1308-1325 publication bundle and acquisition surfaces,coordinate optimizer run,True,outputs/experiments/1316_coordinate_optimizer_close50_seed13_sources4_txrx28p75_objectives
1317,close50_legacy_270_280_policy_audit_post_28p75_seed13_replicate,1308-1325 publication bundle and acquisition surfaces,policy/audit synthesis,True,outputs/experiments/1317_close50_legacy_270_280_policy_audit_post_28p75_seed13_replicate
1318,synthetic_2d_publication_figure_bundle_post_28p75_replicated_midpoint_refresh,1308-1325 publication bundle and acquisition surfaces,publication synthesis,True,outputs/experiments/1318_synthetic_2d_publication_figure_bundle_post_28p75_replicated_midpoint_refresh
1319,synthetic_2d_next_question_matrix_post_28p75_replicated_midpoint_bundle,1308-1325 publication bundle and acquisition surfaces,publication synthesis,True,outputs/experiments/1319_synthetic_2d_next_question_matrix_post_28p75_replicated_midpoint_bundle
1320,synthetic_2d_publication_figure_bundle_post_target1_policy_refresh,1308-1325 publication bundle and acquisition surfaces,publication synthesis,True,outputs/experiments/1320_synthetic_2d_publication_figure_bundle_post_target1_policy_refresh
1321,synthetic_2d_next_question_matrix_post_target1_publication_bundle,1308-1325 publication bundle and acquisition surfaces,publication synthesis,True,outputs/experiments/1321_synthetic_2d_next_question_matrix_post_target1_publication_bundle
1322,synthetic_2d_publication_figure_bundle_post_claim_boundary_reconciliation,1308-1325 publication bundle and acquisition surfaces,publication synthesis,True,outputs/experiments/1322_synthetic_2d_publication_figure_bundle_post_claim_boundary_reconciliation
1323,synthetic_2d_next_question_matrix_post_claim_boundary_reconciliation,1308-1325 publication bundle and acquisition surfaces,publication synthesis,True,outputs/experiments/1323_synthetic_2d_next_question_matrix_post_claim_boundary_reconciliation
1324,experiment_archive_health_report_post_field_timing_refresh,1308-1325 publication bundle and acquisition surfaces,other recent output,True,outputs/experiments/1324_experiment_archive_health_report_post_field_timing_refresh
1325,synthetic_publication_source_figure_notes_backfill_report,1308-1325 publication bundle and acquisition surfaces,publication synthesis,True,outputs/experiments/1325_synthetic_publication_source_figure_notes_backfill_report
1326,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,1326-1338 local detector baselines and sampling boundary,detector baseline,True,outputs/experiments/1326_local2d_detector_baseline_target2_close14_seed13_nominal_cpu
1327,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,1326-1338 local detector baselines and sampling boundary,detector baseline,True,outputs/experiments/1327_local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu
1328,local2d_detector_baseline_target2_close14_seed21_nominal_cpu,1326-1338 local detector baselines and sampling boundary,detector baseline,True,outputs/experiments/1328_local2d_detector_baseline_target2_close14_seed21_nominal_cpu
1329,local2d_detector_baseline_target2_close14_seed21_source_mismatch_cpu,1326-1338 local detector baselines and sampling boundary,detector baseline,True,outputs/experiments/1329_local2d_detector_baseline_target2_close14_seed21_source_mismatch_cpu
1330,local2d_detector_baseline_target2_close14_seed34_nominal_cpu,1326-1338 local detector baselines and sampling boundary,detector baseline,True,outputs/experiments/1330_local2d_detector_baseline_target2_close14_seed34_nominal_cpu
