source_summary_json,run_dir,run_name,target_index,case_label,candidate_csv,candidate_csv_exists,audited,reason,candidate_count,truth_x_mm,truth_z_mm,best_x_mm,best_z_mm,best_misfit,selected_truth_lateral,truth_lateral_available,truth_lateral_candidate_count,truth_lateral_best_x_mm,truth_lateral_best_z_mm,truth_lateral_best_misfit,truth_lateral_gap_abs,truth_lateral_gap_rel,truth_lateral_retained_by_rule,truth_lateral_retained_but_not_selected,best_lateral_error_mm,truth_lateral_best_depth_error_mm
outputs/experiments/092_coordinate_optimizer_seed_offset2mm_order120_noise10_seed13/data/multi_rebar_coordinate_optimizer_summary.json,092_coordinate_optimizer_seed_offset2mm_order120_noise10_seed13,coordinate_optimizer_seed_offset2mm_order120_noise10_seed13,1,noise10_seed13,outputs/experiments/092_coordinate_optimizer_seed_offset2mm_order120_noise10_seed13/data/coordinate_step_01_target_1_candidates.csv,True,True,ok,125,250.0,90.0,250.0,90.0,0.13893094615934895,True,True,25,250.0,90.0,0.13893094615934895,0.0,0.0,True,False,0.0,0.0
outputs/experiments/092_coordinate_optimizer_seed_offset2mm_order120_noise10_seed13/data/multi_rebar_coordinate_optimizer_summary.json,092_coordinate_optimizer_seed_offset2mm_order120_noise10_seed13,coordinate_optimizer_seed_offset2mm_order120_noise10_seed13,2,noise10_seed13,outputs/experiments/092_coordinate_optimizer_seed_offset2mm_order120_noise10_seed13/data/coordinate_step_02_target_2_candidates.csv,True,True,ok,125,350.0,90.0,350.0,91.0,0.11310324061686959,True,True,25,350.0,91.0,0.11310324061686959,0.0,0.0,True,False,0.0,1.0
outputs/experiments/092_coordinate_optimizer_seed_offset2mm_order120_noise10_seed13/data/multi_rebar_coordinate_optimizer_summary.json,092_coordinate_optimizer_seed_offset2mm_order120_noise10_seed13,coordinate_optimizer_seed_offset2mm_order120_noise10_seed13,0,noise10_seed13,outputs/experiments/092_coordinate_optimizer_seed_offset2mm_order120_noise10_seed13/data/coordinate_step_03_target_0_candidates.csv,True,True,ok,125,150.0,90.0,150.0,90.0,0.08150398136669545,True,True,25,150.0,90.0,0.08150398136669545,0.0,0.0,True,False,0.0,0.0
outputs/experiments/093_coordinate_optimizer_seed_offset2mm_target2_revisit_seed13/data/multi_rebar_coordinate_optimizer_summary.json,093_coordinate_optimizer_seed_offset2mm_target2_revisit_seed13,coordinate_optimizer_seed_offset2mm_target2_revisit_seed13,2,noise10_seed13,outputs/experiments/093_coordinate_optimizer_seed_offset2mm_target2_revisit_seed13/data/coordinate_step_01_target_2_candidates.csv,True,True,ok,45,350.0,90.0,350.0,90.0,0.0803985157145755,True,True,15,350.0,90.0,0.0803985157145755,0.0,0.0,True,False,0.0,0.0
outputs/experiments/094_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed13/data/multi_rebar_coordinate_optimizer_summary.json,094_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed13,coordinate_optimizer_seed_offset2mm_guarded_revisit_seed13,0,noise10_seed13,outputs/experiments/094_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed13/data/coordinate_step_01_target_0_candidates.csv,True,True,ok,125,150.0,90.0,150.0,91.0,0.1362061509177621,True,True,25,150.0,91.0,0.1362061509177621,0.0,0.0,True,False,0.0,1.0
outputs/experiments/094_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed13/data/multi_rebar_coordinate_optimizer_summary.json,094_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed13,coordinate_optimizer_seed_offset2mm_guarded_revisit_seed13,1,noise10_seed13,outputs/experiments/094_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed13/data/coordinate_step_02_target_1_candidates.csv,True,True,ok,125,250.0,90.0,250.0,90.0,0.10739591738922019,True,True,25,250.0,90.0,0.10739591738922019,0.0,0.0,True,False,0.0,0.0
outputs/experiments/094_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed13/data/multi_rebar_coordinate_optimizer_summary.json,094_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed13,coordinate_optimizer_seed_offset2mm_guarded_revisit_seed13,2,noise10_seed13,outputs/experiments/094_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed13/data/coordinate_step_03_target_2_candidates.csv,True,True,ok,125,350.0,90.0,350.0,90.0,0.08126999249256223,True,True,25,350.0,90.0,0.08126999249256223,0.0,0.0,True,False,0.0,0.0
outputs/experiments/094_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed13/data/multi_rebar_coordinate_optimizer_summary.json,094_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed13,coordinate_optimizer_seed_offset2mm_guarded_revisit_seed13,0,noise10_seed13,outputs/experiments/094_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed13/data/coordinate_step_04_revisit_target_0_candidates.csv,True,True,ok,45,150.0,90.0,150.0,90.0,0.0803985157145755,True,True,15,150.0,90.0,0.0803985157145755,0.0,0.0,True,False,0.0,0.0
outputs/experiments/095_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed21/data/multi_rebar_coordinate_optimizer_summary.json,095_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed21,coordinate_optimizer_seed_offset2mm_guarded_revisit_seed21,0,noise10_seed21,outputs/experiments/095_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed21/data/coordinate_step_01_target_0_candidates.csv,True,True,ok,125,150.0,90.0,150.0,91.0,0.13499779763765013,True,True,25,150.0,91.0,0.13499779763765013,0.0,0.0,True,False,0.0,1.0
outputs/experiments/095_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed21/data/multi_rebar_coordinate_optimizer_summary.json,095_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed21,coordinate_optimizer_seed_offset2mm_guarded_revisit_seed21,1,noise10_seed21,outputs/experiments/095_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed21/data/coordinate_step_02_target_1_candidates.csv,True,True,ok,125,250.0,90.0,250.0,90.0,0.10609391004530812,True,True,25,250.0,90.0,0.10609391004530812,0.0,0.0,True,False,0.0,0.0
outputs/experiments/095_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed21/data/multi_rebar_coordinate_optimizer_summary.json,095_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed21,coordinate_optimizer_seed_offset2mm_guarded_revisit_seed21,2,noise10_seed21,outputs/experiments/095_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed21/data/coordinate_step_03_target_2_candidates.csv,True,True,ok,125,350.0,90.0,350.0,90.0,0.07974086538196697,True,True,25,350.0,90.0,0.07974086538196697,0.0,0.0,True,False,0.0,0.0
outputs/experiments/095_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed21/data/multi_rebar_coordinate_optimizer_summary.json,095_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed21,coordinate_optimizer_seed_offset2mm_guarded_revisit_seed21,0,noise10_seed21,outputs/experiments/095_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed21/data/coordinate_step_04_revisit_target_0_candidates.csv,True,True,ok,45,150.0,90.0,150.0,90.0,0.07905595172656833,True,True,15,150.0,90.0,0.07905595172656833,0.0,0.0,True,False,0.0,0.0
outputs/experiments/097_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed34/data/multi_rebar_coordinate_optimizer_summary.json,097_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed34,coordinate_optimizer_seed_offset2mm_guarded_revisit_seed34,0,noise10_seed34,outputs/experiments/097_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed34/data/coordinate_step_01_target_0_candidates.csv,True,True,ok,125,150.0,90.0,150.0,91.0,0.13589434501549172,True,True,25,150.0,91.0,0.13589434501549172,0.0,0.0,True,False,0.0,1.0
outputs/experiments/097_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed34/data/multi_rebar_coordinate_optimizer_summary.json,097_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed34,coordinate_optimizer_seed_offset2mm_guarded_revisit_seed34,1,noise10_seed34,outputs/experiments/097_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed34/data/coordinate_step_02_target_1_candidates.csv,True,True,ok,125,250.0,90.0,250.0,90.0,0.10664322332880351,True,True,25,250.0,90.0,0.10664322332880351,0.0,0.0,True,False,0.0,0.0
outputs/experiments/097_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed34/data/multi_rebar_coordinate_optimizer_summary.json,097_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed34,coordinate_optimizer_seed_offset2mm_guarded_revisit_seed34,2,noise10_seed34,outputs/experiments/097_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed34/data/coordinate_step_03_target_2_candidates.csv,True,True,ok,125,350.0,90.0,350.0,90.0,0.08032124806870408,True,True,25,350.0,90.0,0.08032124806870408,0.0,0.0,True,False,0.0,0.0
outputs/experiments/097_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed34/data/multi_rebar_coordinate_optimizer_summary.json,097_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed34,coordinate_optimizer_seed_offset2mm_guarded_revisit_seed34,0,noise10_seed34,outputs/experiments/097_coordinate_optimizer_seed_offset2mm_guarded_revisit_seed34/data/coordinate_step_04_revisit_target_0_candidates.csv,True,True,ok,45,150.0,90.0,150.0,90.0,0.0796793220200304,True,True,15,150.0,90.0,0.0796793220200304,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1000_coordinate_optimizer_variable_depth_radius_seed1346269_target0_sources8_txrx52p5_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1000_coordinate_optimizer_variable_depth_radius_seed1346269_target0_sources8_txrx52p5_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed1346269_target0_sources8_txrx52p5_ringdown050_objectives,0,source_mismatch_ringdown050_noise10_seed1346269,outputs/experiments/1000_coordinate_optimizer_variable_depth_radius_seed1346269_target0_sources8_txrx52p5_ringdown050_objectives/data/coordinate_step_01_target_0_candidates.csv,True,True,ok,12,150.0,80.0,150.0,80.0,0.018546784458723476,True,True,12,150.0,80.0,0.018546784458723476,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1001_coordinate_optimizer_variable_depth_radius_seed1346269_target2_sources5_txrx52p5_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1001_coordinate_optimizer_variable_depth_radius_seed1346269_target2_sources5_txrx52p5_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed1346269_target2_sources5_txrx52p5_ringdown050_objectives,2,source_mismatch_ringdown050_noise10_seed1346269,outputs/experiments/1001_coordinate_optimizer_variable_depth_radius_seed1346269_target2_sources5_txrx52p5_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv,True,True,ok,12,350.0,120.0,350.0,120.0,0.02013916974007948,True,True,12,350.0,120.0,0.02013916974007948,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1002_coordinate_optimizer_variable_depth_radius_seed1346269_target2_sources7_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1002_coordinate_optimizer_variable_depth_radius_seed1346269_target2_sources7_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed1346269_target2_sources7_txrx60_ringdown050_objectives,2,source_mismatch_ringdown050_noise10_seed1346269,outputs/experiments/1002_coordinate_optimizer_variable_depth_radius_seed1346269_target2_sources7_txrx60_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv,True,True,ok,12,350.0,120.0,350.0,120.0,0.014848575053814159,True,True,12,350.0,120.0,0.014848575053814159,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1003_coordinate_optimizer_variable_depth_radius_seed1346269_target1_sources5_txrx52p5_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1003_coordinate_optimizer_variable_depth_radius_seed1346269_target1_sources5_txrx52p5_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed1346269_target1_sources5_txrx52p5_ringdown050_objectives,1,source_mismatch_ringdown050_noise10_seed1346269,outputs/experiments/1003_coordinate_optimizer_variable_depth_radius_seed1346269_target1_sources5_txrx52p5_ringdown050_objectives/data/coordinate_step_01_target_1_candidates.csv,True,True,ok,12,250.0,100.0,250.0,100.0,0.02013916974007948,True,True,12,250.0,100.0,0.02013916974007948,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1004_coordinate_optimizer_variable_depth_radius_seed3524578_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1004_coordinate_optimizer_variable_depth_radius_seed3524578_target0_sources8_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed3524578_target0_sources8_txrx60_ringdown050_objectives,0,source_mismatch_ringdown050_noise10_seed3524578,outputs/experiments/1004_coordinate_optimizer_variable_depth_radius_seed3524578_target0_sources8_txrx60_ringdown050_objectives/data/coordinate_step_01_target_0_candidates.csv,True,True,ok,12,150.0,80.0,150.0,80.0,0.015913821620032458,True,True,12,150.0,80.0,0.015913821620032458,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1006_coordinate_optimizer_variable_depth_radius_seed3524578_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1006_coordinate_optimizer_variable_depth_radius_seed3524578_target2_sources5_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed3524578_target2_sources5_txrx60_ringdown050_objectives,2,source_mismatch_ringdown050_noise10_seed3524578,outputs/experiments/1006_coordinate_optimizer_variable_depth_radius_seed3524578_target2_sources5_txrx60_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv,True,True,ok,12,350.0,120.0,350.0,120.0,0.017012716975895435,True,True,12,350.0,120.0,0.017012716975895435,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1007_coordinate_optimizer_variable_depth_radius_seed3524578_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1007_coordinate_optimizer_variable_depth_radius_seed3524578_target1_sources5_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed3524578_target1_sources5_txrx60_ringdown050_objectives,1,source_mismatch_ringdown050_noise10_seed3524578,outputs/experiments/1007_coordinate_optimizer_variable_depth_radius_seed3524578_target1_sources5_txrx60_ringdown050_objectives/data/coordinate_step_01_target_1_candidates.csv,True,True,ok,12,250.0,100.0,250.0,100.0,0.017012716975895435,True,True,12,250.0,100.0,0.017012716975895435,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1008_coordinate_optimizer_variable_depth_radius_seed5702887_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1008_coordinate_optimizer_variable_depth_radius_seed5702887_target0_sources8_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed5702887_target0_sources8_txrx60_ringdown050_objectives,0,source_mismatch_ringdown050_noise10_seed5702887,outputs/experiments/1008_coordinate_optimizer_variable_depth_radius_seed5702887_target0_sources8_txrx60_ringdown050_objectives/data/coordinate_step_01_target_0_candidates.csv,True,True,ok,12,150.0,80.0,150.0,80.0,0.01570861077662667,True,True,12,150.0,80.0,0.01570861077662667,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1009_coordinate_optimizer_variable_depth_radius_seed5702887_target0_sources8_txrx52p5_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1009_coordinate_optimizer_variable_depth_radius_seed5702887_target0_sources8_txrx52p5_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed5702887_target0_sources8_txrx52p5_ringdown050_objectives,0,source_mismatch_ringdown050_noise10_seed5702887,outputs/experiments/1009_coordinate_optimizer_variable_depth_radius_seed5702887_target0_sources8_txrx52p5_ringdown050_objectives/data/coordinate_step_01_target_0_candidates.csv,True,True,ok,12,150.0,80.0,150.0,80.0,0.018336298774199934,True,True,12,150.0,80.0,0.018336298774199934,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1010_coordinate_optimizer_variable_depth_radius_seed5702887_target0_sources8_txrx50_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1010_coordinate_optimizer_variable_depth_radius_seed5702887_target0_sources8_txrx50_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed5702887_target0_sources8_txrx50_ringdown050_objectives,0,source_mismatch_ringdown050_noise10_seed5702887,outputs/experiments/1010_coordinate_optimizer_variable_depth_radius_seed5702887_target0_sources8_txrx50_ringdown050_objectives/data/coordinate_step_01_target_0_candidates.csv,True,True,ok,12,150.0,80.0,150.0,80.0,0.019079011968192252,True,True,12,150.0,80.0,0.019079011968192252,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1011_coordinate_optimizer_variable_depth_radius_seed5702887_target0_sources8_txrx45_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1011_coordinate_optimizer_variable_depth_radius_seed5702887_target0_sources8_txrx45_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed5702887_target0_sources8_txrx45_ringdown050_objectives,0,source_mismatch_ringdown050_noise10_seed5702887,outputs/experiments/1011_coordinate_optimizer_variable_depth_radius_seed5702887_target0_sources8_txrx45_ringdown050_objectives/data/coordinate_step_01_target_0_candidates.csv,True,True,ok,12,150.0,80.0,150.0,80.0,0.021269125418696834,True,True,12,150.0,80.0,0.021269125418696834,0.0,0.0,True,False,0.0,0.0
