doc,slug,path,word_count,line_count,bucket,proposed_action
114,next_action_queue_current_archive_refresh,docs/experiments/114_next_action_queue_current_archive_refresh.md,129,50,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
115,current_precommit_validation_checkpoint,docs/experiments/115_current_precommit_validation_checkpoint.md,117,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
116,next_action_queue_precommit_validation_refresh,docs/experiments/116_next_action_queue_precommit_validation_refresh.md,111,49,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
117,objective_confidence_sparse_result_hardening,docs/experiments/117_objective_confidence_sparse_result_hardening.md,148,55,keep_report_dev_or_analysis,append_verbatim_to_report_dev_tracker_bundle_review_first
118,next_action_queue_objective_sparse_hardening_refresh,docs/experiments/118_next_action_queue_objective_sparse_hardening_refresh.md,132,48,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
119,commit_pr_summary_sparse_hardening_refresh,docs/experiments/119_commit_pr_summary_sparse_hardening_refresh.md,127,49,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
120,next_action_queue_commit_summary_sparse_hardening_refresh,docs/experiments/120_next_action_queue_commit_summary_sparse_hardening_refresh.md,122,47,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
121,post_sparse_hardening_resume_checkpoint,docs/experiments/121_post_sparse_hardening_resume_checkpoint.md,113,47,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
122,next_action_queue_post_sparse_hardening_resume_refresh,docs/experiments/122_next_action_queue_post_sparse_hardening_resume_refresh.md,129,48,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
123,current_artifact_consistency_audit,docs/experiments/123_current_artifact_consistency_audit.md,144,52,keep_report_dev_or_analysis,append_verbatim_to_report_dev_tracker_bundle_review_first
124,imrad_manuscript_current_validation_refresh,docs/experiments/124_imrad_manuscript_current_validation_refresh.md,164,58,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
125,commit_pr_summary_current_manuscript_validation_refresh,docs/experiments/125_commit_pr_summary_current_manuscript_validation_refresh.md,132,50,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
126,next_action_queue_current_manuscript_validation_refresh,docs/experiments/126_next_action_queue_current_manuscript_validation_refresh.md,147,49,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
127,current_handoff_archive_refresh_size_audit,docs/experiments/127_current_handoff_archive_refresh_size_audit.md,179,58,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
128,current_handoff_archive_refresh,docs/experiments/128_current_handoff_archive_refresh.md,139,56,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
129,commit_pr_summary_current_archive_refresh,docs/experiments/129_commit_pr_summary_current_archive_refresh.md,130,50,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
130,next_action_queue_current_archive_refresh,docs/experiments/130_next_action_queue_current_archive_refresh.md,148,48,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
131,current_precommit_validation_after_archive_refresh,docs/experiments/131_current_precommit_validation_after_archive_refresh.md,128,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
132,next_action_queue_current_validation_refresh,docs/experiments/132_next_action_queue_current_validation_refresh.md,133,48,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
133,commit_pr_summary_current_validation_refresh,docs/experiments/133_commit_pr_summary_current_validation_refresh.md,135,49,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
134,next_action_queue_commit_summary_validation_refresh,docs/experiments/134_next_action_queue_commit_summary_validation_refresh.md,132,47,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
135,objective_diagnostic_sparse_geometry_hardening,docs/experiments/135_objective_diagnostic_sparse_geometry_hardening.md,152,56,keep_report_dev_or_analysis,append_verbatim_to_report_dev_tracker_bundle_review_first
136,commit_pr_summary_current_diagnostic_hardening_refresh,docs/experiments/136_commit_pr_summary_current_diagnostic_hardening_refresh.md,142,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
137,next_action_queue_diagnostic_hardening_refresh,docs/experiments/137_next_action_queue_diagnostic_hardening_refresh.md,143,48,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
138,current_diagnostic_hardening_state_audit,docs/experiments/138_current_diagnostic_hardening_state_audit.md,136,50,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
139,optional_numeric_nonfinite_reporting_hardening,docs/experiments/139_optional_numeric_nonfinite_reporting_hardening.md,160,55,keep_report_dev_or_analysis,append_verbatim_to_report_dev_tracker_bundle_review_first
140,commit_pr_summary_current_nonfinite_hardening_refresh,docs/experiments/140_commit_pr_summary_current_nonfinite_hardening_refresh.md,150,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
141,next_action_queue_nonfinite_hardening_refresh,docs/experiments/141_next_action_queue_nonfinite_hardening_refresh.md,150,48,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
142,reporting_cli_nonfinite_smoke,docs/experiments/142_reporting_cli_nonfinite_smoke.md,154,59,keep_report_dev_or_analysis,append_verbatim_to_report_dev_tracker_bundle_review_first
143,objective_ratio_null_serialization_hardening,docs/experiments/143_objective_ratio_null_serialization_hardening.md,117,51,keep_report_dev_or_analysis,append_verbatim_to_report_dev_tracker_bundle_review_first
144,objective_cli_sparse_nonfinite_smoke,docs/experiments/144_objective_cli_sparse_nonfinite_smoke.md,167,62,keep_report_dev_or_analysis,append_verbatim_to_report_dev_tracker_bundle_review_first
145,current_nonfinite_hardening_state_audit,docs/experiments/145_current_nonfinite_hardening_state_audit.md,147,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
146,commit_pr_summary_current_smoke_audit_refresh,docs/experiments/146_commit_pr_summary_current_smoke_audit_refresh.md,159,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
147,next_action_queue_smoke_audit_refresh,docs/experiments/147_next_action_queue_smoke_audit_refresh.md,156,49,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
148,current_smoke_audit_archive_size_audit,docs/experiments/148_current_smoke_audit_archive_size_audit.md,186,60,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
149,current_handoff_archive_smoke_audit_refresh,docs/experiments/149_current_handoff_archive_smoke_audit_refresh.md,156,55,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
150,commit_pr_summary_current_archive_smoke_audit_refresh,docs/experiments/150_commit_pr_summary_current_archive_smoke_audit_refresh.md,153,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
151,next_action_queue_archive_smoke_audit_refresh,docs/experiments/151_next_action_queue_archive_smoke_audit_refresh.md,157,49,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
152,imrad_manuscript_current_archive_validation_refresh,docs/experiments/152_imrad_manuscript_current_archive_validation_refresh.md,172,57,keep_report_dev_or_analysis,append_verbatim_to_report_dev_tracker_bundle_review_first
153,commit_pr_summary_current_manuscript_archive_refresh,docs/experiments/153_commit_pr_summary_current_manuscript_archive_refresh.md,153,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
154,next_action_queue_manuscript_archive_refresh,docs/experiments/154_next_action_queue_manuscript_archive_refresh.md,156,50,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
155,current_manuscript_archive_size_audit,docs/experiments/155_current_manuscript_archive_size_audit.md,206,62,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
156,current_handoff_archive_manuscript_refresh,docs/experiments/156_current_handoff_archive_manuscript_refresh.md,161,57,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
157,commit_pr_summary_current_manuscript_archive_handoff_refresh,docs/experiments/157_commit_pr_summary_current_manuscript_archive_handoff_refresh.md,147,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
158,next_action_queue_manuscript_archive_handoff_refresh,docs/experiments/158_next_action_queue_manuscript_archive_handoff_refresh.md,157,49,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
159,post_manuscript_archive_resume_checkpoint,docs/experiments/159_post_manuscript_archive_resume_checkpoint.md,127,49,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
160,commit_pr_summary_current_resume_refresh,docs/experiments/160_commit_pr_summary_current_resume_refresh.md,153,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
161,next_action_queue_resume_refresh,docs/experiments/161_next_action_queue_resume_refresh.md,154,49,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
162,current_resume_state_audit,docs/experiments/162_current_resume_state_audit.md,150,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
163,commit_pr_summary_current_resume_audit_refresh,docs/experiments/163_commit_pr_summary_current_resume_audit_refresh.md,155,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
164,next_action_queue_resume_audit_refresh,docs/experiments/164_next_action_queue_resume_audit_refresh.md,155,49,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
165,current_resume_archive_size_audit,docs/experiments/165_current_resume_archive_size_audit.md,195,61,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
166,current_handoff_archive_resume_refresh,docs/experiments/166_current_handoff_archive_resume_refresh.md,140,54,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
167,commit_pr_summary_current_archive_resume_refresh,docs/experiments/167_commit_pr_summary_current_archive_resume_refresh.md,156,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
168,next_action_queue_archive_resume_refresh,docs/experiments/168_next_action_queue_archive_resume_refresh.md,155,49,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
169,imrad_manuscript_current_resume_archive_validation_refresh,docs/experiments/169_imrad_manuscript_current_resume_archive_validation_refresh.md,171,57,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
170,commit_pr_summary_current_manuscript_resume_archive_refresh,docs/experiments/170_commit_pr_summary_current_manuscript_resume_archive_refresh.md,156,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
171,next_action_queue_manuscript_resume_archive_refresh,docs/experiments/171_next_action_queue_manuscript_resume_archive_refresh.md,158,50,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
172,objective_diagnostic_manifest_artifact_hardening,docs/experiments/172_objective_diagnostic_manifest_artifact_hardening.md,153,50,keep_report_dev_or_analysis,append_verbatim_to_report_dev_tracker_bundle_review_first
173,commit_pr_summary_current_manifest_validation_refresh,docs/experiments/173_commit_pr_summary_current_manifest_validation_refresh.md,160,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
174,next_action_queue_manifest_validation_refresh,docs/experiments/174_next_action_queue_manifest_validation_refresh.md,155,49,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
175,objective_diagnostic_no_confidence_manifest_smoke,docs/experiments/175_objective_diagnostic_no_confidence_manifest_smoke.md,183,64,keep_report_dev_or_analysis,append_verbatim_to_report_dev_tracker_bundle_review_first
176,commit_pr_summary_current_manifest_smoke_refresh,docs/experiments/176_commit_pr_summary_current_manifest_smoke_refresh.md,166,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
177,next_action_queue_manifest_smoke_refresh,docs/experiments/177_next_action_queue_manifest_smoke_refresh.md,159,50,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
178,current_manifest_smoke_state_audit,docs/experiments/178_current_manifest_smoke_state_audit.md,183,57,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
179,commit_pr_summary_current_manifest_audit_refresh,docs/experiments/179_commit_pr_summary_current_manifest_audit_refresh.md,163,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
180,next_action_queue_manifest_audit_refresh,docs/experiments/180_next_action_queue_manifest_audit_refresh.md,156,49,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
181,post_manifest_audit_resume_checkpoint,docs/experiments/181_post_manifest_audit_resume_checkpoint.md,149,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
182,commit_pr_summary_current_resume_checkpoint_refresh,docs/experiments/182_commit_pr_summary_current_resume_checkpoint_refresh.md,153,53,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
183,next_action_queue_resume_checkpoint_refresh,docs/experiments/183_next_action_queue_resume_checkpoint_refresh.md,155,50,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
184,current_resume_checkpoint_state_audit,docs/experiments/184_current_resume_checkpoint_state_audit.md,155,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
185,commit_pr_summary_current_state_audit_refresh,docs/experiments/185_commit_pr_summary_current_state_audit_refresh.md,155,53,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
186,next_action_queue_state_audit_refresh,docs/experiments/186_next_action_queue_state_audit_refresh.md,156,50,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
187,current_state_archive_coverage_audit,docs/experiments/187_current_state_archive_coverage_audit.md,209,61,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
188,commit_pr_summary_current_archive_coverage_refresh,docs/experiments/188_commit_pr_summary_current_archive_coverage_refresh.md,164,53,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
189,next_action_queue_archive_coverage_refresh,docs/experiments/189_next_action_queue_archive_coverage_refresh.md,161,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
190,candidate_confidence_nonfinite_hardening,docs/experiments/190_candidate_confidence_nonfinite_hardening.md,145,52,keep_report_dev_or_analysis,append_verbatim_to_report_dev_tracker_bundle_review_first
191,commit_pr_summary_candidate_confidence_refresh,docs/experiments/191_commit_pr_summary_candidate_confidence_refresh.md,161,53,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
192,next_action_queue_candidate_confidence_refresh,docs/experiments/192_next_action_queue_candidate_confidence_refresh.md,160,50,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
193,current_candidate_confidence_state_audit,docs/experiments/193_current_candidate_confidence_state_audit.md,143,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
194,commit_pr_summary_candidate_confidence_audit_refresh,docs/experiments/194_commit_pr_summary_candidate_confidence_audit_refresh.md,159,53,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
195,next_action_queue_candidate_confidence_audit_refresh,docs/experiments/195_next_action_queue_candidate_confidence_audit_refresh.md,161,50,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
196,candidate_confidence_row_sanitization_hardening,docs/experiments/196_candidate_confidence_row_sanitization_hardening.md,135,52,keep_report_dev_or_analysis,append_verbatim_to_report_dev_tracker_bundle_review_first
197,commit_pr_summary_candidate_row_sanitization_refresh,docs/experiments/197_commit_pr_summary_candidate_row_sanitization_refresh.md,160,53,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
198,next_action_queue_candidate_row_sanitization_refresh,docs/experiments/198_next_action_queue_candidate_row_sanitization_refresh.md,161,50,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
199,current_candidate_row_sanitization_state_audit,docs/experiments/199_current_candidate_row_sanitization_state_audit.md,146,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
200,commit_pr_summary_candidate_row_sanitization_audit_refresh,docs/experiments/200_commit_pr_summary_candidate_row_sanitization_audit_refresh.md,162,53,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
201,next_action_queue_candidate_row_sanitization_audit_refresh,docs/experiments/201_next_action_queue_candidate_row_sanitization_audit_refresh.md,163,50,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
202,objective_diagnostic_nonfinite_confidence_smoke,docs/experiments/202_objective_diagnostic_nonfinite_confidence_smoke.md,152,62,keep_report_dev_or_analysis,append_verbatim_to_report_dev_tracker_bundle_review_first
203,commit_pr_summary_nonfinite_confidence_smoke_refresh,docs/experiments/203_commit_pr_summary_nonfinite_confidence_smoke_refresh.md,157,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
204,next_action_queue_nonfinite_confidence_smoke_refresh,docs/experiments/204_next_action_queue_nonfinite_confidence_smoke_refresh.md,173,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
205,current_nonfinite_confidence_smoke_state_audit,docs/experiments/205_current_nonfinite_confidence_smoke_state_audit.md,142,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
206,commit_pr_summary_nonfinite_confidence_audit_refresh,docs/experiments/206_commit_pr_summary_nonfinite_confidence_audit_refresh.md,156,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
207,next_action_queue_nonfinite_confidence_audit_refresh,docs/experiments/207_next_action_queue_nonfinite_confidence_audit_refresh.md,170,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
208,coordinate_aggregate_row_sanitization_hardening,docs/experiments/208_coordinate_aggregate_row_sanitization_hardening.md,143,51,keep_report_dev_or_analysis,append_verbatim_to_report_dev_tracker_bundle_review_first
209,coordinate_aggregate_nonfinite_row_smoke,docs/experiments/209_coordinate_aggregate_nonfinite_row_smoke.md,170,64,keep_report_dev_or_analysis,append_verbatim_to_report_dev_tracker_bundle_review_first
210,commit_pr_summary_coordinate_aggregate_smoke_refresh,docs/experiments/210_commit_pr_summary_coordinate_aggregate_smoke_refresh.md,168,53,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
211,next_action_queue_coordinate_aggregate_smoke_refresh,docs/experiments/211_next_action_queue_coordinate_aggregate_smoke_refresh.md,166,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
212,current_coordinate_aggregate_smoke_state_audit,docs/experiments/212_current_coordinate_aggregate_smoke_state_audit.md,175,58,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
213,commit_pr_summary_coordinate_aggregate_audit_refresh,docs/experiments/213_commit_pr_summary_coordinate_aggregate_audit_refresh.md,156,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
214,next_action_queue_coordinate_aggregate_audit_refresh,docs/experiments/214_next_action_queue_coordinate_aggregate_audit_refresh.md,172,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
215,current_state_archive_coverage_audit_refresh,docs/experiments/215_current_state_archive_coverage_audit_refresh.md,202,63,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
216,commit_pr_summary_current_archive_coverage_refresh,docs/experiments/216_commit_pr_summary_current_archive_coverage_refresh.md,153,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
217,next_action_queue_current_archive_coverage_refresh,docs/experiments/217_next_action_queue_current_archive_coverage_refresh.md,167,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
218,imrad_manuscript_current_archive_coverage_validation_refresh,docs/experiments/218_imrad_manuscript_current_archive_coverage_validation_refresh.md,169,60,keep_report_dev_or_analysis,append_verbatim_to_report_dev_tracker_bundle_review_first
219,commit_pr_summary_current_manuscript_validation_refresh,docs/experiments/219_commit_pr_summary_current_manuscript_validation_refresh.md,157,53,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
220,next_action_queue_current_manuscript_validation_refresh,docs/experiments/220_next_action_queue_current_manuscript_validation_refresh.md,163,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
221,current_manuscript_archive_state_audit,docs/experiments/221_current_manuscript_archive_state_audit.md,165,60,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
222,commit_pr_summary_current_manuscript_archive_audit_refresh,docs/experiments/222_commit_pr_summary_current_manuscript_archive_audit_refresh.md,160,53,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
223,next_action_queue_current_manuscript_archive_audit_refresh,docs/experiments/223_next_action_queue_current_manuscript_archive_audit_refresh.md,172,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
224,current_precommit_validation_after_manuscript_archive_refresh,docs/experiments/224_current_precommit_validation_after_manuscript_archive_refresh.md,140,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
225,commit_pr_summary_current_validation_refresh,docs/experiments/225_commit_pr_summary_current_validation_refresh.md,150,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
226,next_action_queue_current_validation_refresh,docs/experiments/226_next_action_queue_current_validation_refresh.md,176,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
227,coordinate_confidence_metadata_default_hardening,docs/experiments/227_coordinate_confidence_metadata_default_hardening.md,136,51,keep_report_dev_or_analysis,append_verbatim_to_report_dev_tracker_bundle_review_first
228,coordinate_aggregate_invalid_default_smoke,docs/experiments/228_coordinate_aggregate_invalid_default_smoke.md,177,65,keep_report_dev_or_analysis,append_verbatim_to_report_dev_tracker_bundle_review_first
229,commit_pr_summary_coordinate_default_smoke_refresh,docs/experiments/229_commit_pr_summary_coordinate_default_smoke_refresh.md,176,54,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
